customer_id,gender,age,married,state,city,latitude,longitude,tenure_in_months,offer,phone_service,multiple_lines,internet_service,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,monthly_charge,total_charges,total_long_distance_charges,total_revenue,churn_label,churn_value
6077-BDPXA,Female,56,No,California,Merced,37.255637,-120.493537,3,None,Yes,No,Yes,15,No,No,No,No,No,No,No,Yes,Month-to-Month,70.15,194.2,16.89,211.09,No,0
6078-VESFR,Male,78,Yes,California,Vista,33.22784,-117.200024,13,None,Yes,No,Yes,26,No,No,No,No,No,No,No,Yes,Month-to-Month,70.45,849.1,475.41,1324.51,No,0
6080-LNESI,Male,63,No,California,Hercules,37.991259,-122.214945,51,Offer B,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,24.75,1234.6,921.57,2156.17,No,0
6080-TCMYC,Male,55,Yes,California,Rosemead,34.065108,-118.082791,40,None,Yes,Yes,Yes,56,No,No,Yes,No,No,No,No,Yes,Month-to-Month,81.2,3292.3,140.8,3433.1,No,0
6082-GLJIX,Male,50,No,California,Holtville,32.811001,-115.152865,18,Offer D,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,19.25,331.35,563.9399999999999,895.29,No,0
6082-OQFBA,Male,62,Yes,California,Victorville,34.567058,-117.362329,23,Offer D,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,19.65,436.9,572.24,1009.14,No,0
6086-ESGRL,Female,53,No,California,Brea,33.930199,-117.862898,1,Offer E,Yes,No,Yes,11,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,84.82,80.15,4.67,84.82,Yes,1
6087-MVHJH,Female,44,No,California,French Camp,37.873283,-121.292034,16,Offer D,Yes,Yes,Yes,5,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,88.45,1422.1,284.8,1846.9,Yes,1
6087-YPWHO,Male,56,Yes,California,Raymond,37.252057,-119.95783,72,Offer A,Yes,Yes,Yes,17,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,68.15,4808.7,1246.32,6055.02,No,0
6088-BXMRG,Female,59,Yes,California,Cabazon,33.929812,-116.76058,32,None,Yes,Yes,Yes,22,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,98.85,3089.6,769.28,3858.88,No,0
6092-QZVPP,Male,27,No,California,Fresno,36.799648,-119.801247,36,Offer C,Yes,No,Yes,52,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,79.2,2854.95,1530.36,4425.31,No,0
6094-ZIVKX,Female,45,No,California,Inglewood,33.975332,-118.355252,68,Offer A,Yes,No,Yes,27,Yes,No,Yes,No,No,No,No,Yes,One Year,54.45,3674.95,1183.88,4858.83,No,0
6096-EGVTU,Female,50,Yes,California,San Jose,37.186141,-121.843554,64,None,Yes,Yes,No,0,No,No,No,No,No,No,No,No,One Year,24.9,1595.5,1230.72,2826.22,No,0
6097-EQISJ,Female,41,Yes,California,Los Angeles,34.001617,-118.222274,66,Offer A,Yes,Yes,Yes,12,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,102.45,6615.15,3218.82,9963.97,Yes,1
6100-FJZDG,Male,49,Yes,California,Olema,38.052209,-122.775567,26,None,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,20.05,505.9,1177.28,1683.18,No,0
6100-QQHEB,Male,42,Yes,California,San Jose,37.304681,-121.809955,17,Offer D,Yes,Yes,Yes,13,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,92.55,1515.1,301.07,1816.17,Yes,1
6101-IMRMM,Male,53,No,California,El Segundo,33.917145,-118.401554,6,Offer E,Yes,No,Yes,17,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,94.5,575.45,99.47999999999999,684.93,Yes,1
6103-BOCOU,Female,37,No,California,San Francisco,37.770533,-122.445121,26,Offer C,Yes,Yes,Yes,22,No,No,Yes,No,No,No,No,Yes,Month-to-Month,80.7,2193.0,536.64,2729.64,No,0
6103-LIANB,Male,49,Yes,California,Westminster,33.752591,-117.993661,59,None,Yes,Yes,Yes,16,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,99.5,5861.75,2424.3100000000004,8286.06,No,0
6103-QCKFX,Female,36,Yes,California,Big Bar,40.775272,-123.287414,44,Offer B,Yes,No,Yes,75,Yes,No,No,Yes,No,No,No,No,Month-to-Month,56.25,2419.55,1922.8000000000002,4367.57,No,0
6108-OQZDQ,Female,21,Yes,California,Keene,35.214982,-118.59049,4,Offer E,Yes,Yes,Yes,51,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,97.95,384.5,39.92,424.42,Yes,1
6110-OHIHY,Male,33,No,California,Burney,40.946785,-121.719489,3,Offer E,Yes,No,Yes,3,No,No,No,No,Yes,No,No,No,Month-to-Month,79.25,267.6,149.28,426.88,Yes,1
6112-KTHFQ,Female,50,No,California,Loleta,40.665952,-124.240051,13,Offer D,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,19.3,279.3,277.68,556.98,No,0
6114-TCFID,Female,47,No,California,Pismo Beach,35.165668,-120.655842,29,None,No,No,Yes,28,Yes,Yes,No,Yes,No,No,No,Yes,One Year,39.5,1082.75,0.0,1082.75,No,0
6115-ZTBFQ,Female,56,Yes,California,Alamo,37.855717,-121.994813,72,None,No,No,Yes,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,65.5,4919.7,0.0,4919.7,No,0
6116-RFVHN,Female,20,Yes,California,Roseville,38.784329,-121.373245,34,Offer C,Yes,Yes,Yes,47,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,100.45,3414.65,1199.86,4614.51,No,0
6119-SPUDB,Male,40,No,California,Woodland,38.71967,-121.862416,46,Offer B,No,No,Yes,2,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,38.25,1755.35,0.0,1755.35,No,0
6120-RJKLU,Female,69,Yes,California,Sierra Madre,34.168686,-118.057505,62,Offer B,Yes,No,Yes,29,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,79.95,4819.75,1526.44,6346.19,No,0
6121-TNHBO,Female,71,No,California,Sacramento,38.512569,-121.495184,63,Offer B,Yes,Yes,Yes,18,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,83.0,5243.05,984.06,6227.11,No,0
6121-VZNQB,Female,35,No,California,Bolinas,37.943087,-122.72379,1,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,19.1,19.1,34.79,53.89,Yes,1
6122-EFVKN,Male,44,No,California,San Diego,32.808814,-117.134694,24,None,No,No,Yes,20,Yes,No,No,Yes,No,No,No,Yes,Two Year,35.75,830.8,0.0,830.8,No,0
6122-LJADA,Male,31,Yes,California,Lower Lake,38.925545,-122.549083,70,None,Yes,Yes,Yes,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,90.15,6237.05,175.0,6412.05,No,0
6124-ACRHJ,Female,59,No,California,San Mateo,37.538309,-122.305109,1,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,19.75,19.75,41.28,61.03,No,0
6127-ISGTU,Female,34,Yes,California,Garden Valley,38.852544,-120.837669,16,None,Yes,Yes,Yes,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,84.95,1378.25,109.12,1487.37,Yes,1
6127-IYJOZ,Male,71,No,California,Studio City,34.139082,-118.39275,1,None,Yes,No,Yes,6,No,No,No,No,No,No,No,Yes,Month-to-Month,45.85,45.85,40.38,86.23,No,0
6128-AQBMT,Male,65,Yes,California,Nicasio,38.065359,-122.665566,41,Offer B,No,No,Yes,9,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,53.95,2215.4,0.0,2215.4,No,0
6128-CZOMY,Female,43,No,California,Alpine,32.827184,-116.703729,1,None,Yes,No,Yes,22,No,No,No,No,No,No,No,Yes,Month-to-Month,45.65,45.65,36.99,82.64,Yes,1
6128-DAFVY,Female,58,No,California,Willits,39.492046,-123.375818,56,None,No,No,Yes,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,44.85,2564.95,0.0,2564.95,No,0
6131-FOYAS,Male,48,No,California,San Lorenzo,37.676249,-122.132415,35,None,Yes,Yes,Yes,16,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,59.6,2094.9,721.35,2816.25,No,0
6131-IUNXN,Female,47,Yes,California,Huntington Beach,33.666301,-117.969501,19,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.2,382.2,891.29,1273.49,No,0
6131-JLWZM,Female,27,No,California,San Francisco,37.746699,-122.442833,13,Offer D,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.3,275.4,286.13,561.53,No,0
6133-OZILE,Female,45,No,California,Santa Monica,34.031529,-118.491156,18,Offer D,No,No,Yes,11,No,No,Yes,Yes,No,No,No,No,Month-to-Month,35.2,607.3,0.0,657.3,No,0
6135-OZQVA,Female,46,No,California,Santa Clarita,34.502432,-118.41459,7,Offer E,Yes,Yes,Yes,17,Yes,No,No,No,No,No,No,Yes,Month-to-Month,53.65,404.35,282.94,687.29,No,0
6137-MFAJN,Female,62,No,California,Los Angeles,34.008293,-118.346766,48,None,No,No,Yes,23,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,44.8,2104.55,0.0,2104.55,No,0
6137-NICCO,Female,39,Yes,California,Perris,33.828289,-117.201666,6,None,Yes,Yes,Yes,19,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,94.05,518.75,247.74,766.49,No,0
6139-ZZRBQ,Male,79,No,California,Granite Bay,38.749466,-121.184196,64,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.05,1198.05,319.36,1517.41,No,0
6140-QNRQQ,Male,42,No,California,Santa Barbara,34.438581,-119.685368,1,Offer E,Yes,No,Yes,10,No,No,No,No,No,No,No,Yes,Month-to-Month,71.55,71.55,17.27,88.82,Yes,1
6141-OOXUQ,Male,43,No,California,San Bernardino,34.122501,-117.320138,1,Offer E,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,19.65,19.65,17.25,36.9,Yes,1
6142-VSJQO,Female,27,Yes,California,Homeland,33.761894,-117.120868,1,None,Yes,No,Yes,59,No,No,No,No,No,No,No,Yes,Month-to-Month,44.35,44.35,40.42,84.77,Yes,1
6143-JQKEA,Male,34,No,California,Adelanto,34.667815,-117.536183,10,None,Yes,No,Yes,22,No,No,No,No,No,No,No,Yes,Month-to-Month,45.8,436.2,154.5,590.7,No,0
6145-NNPNO,Female,45,No,California,Santa Rosa,38.526941,-122.709096,1,Offer E,Yes,No,Yes,13,No,No,No,No,No,No,No,Yes,Month-to-Month,44.15,44.15,9.82,53.97,No,0
6147-CBCRA,Female,34,Yes,California,Wofford Heights,35.690535,-118.552784,33,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.05,669.45,136.95000000000002,806.4,No,0
6152-ONASV,Female,49,Yes,California,Landers,34.341737,-116.539416,68,Offer A,Yes,Yes,Yes,30,Yes,No,No,Yes,No,No,No,No,One Year,58.25,3975.7,2819.28,6934.98,No,0
6156-UZDLF,Female,19,No,California,Pleasant Hill,37.95338,-122.076886,26,Offer C,Yes,No,Yes,41,Yes,No,Yes,Yes,No,No,No,No,One Year,87.15,2274.1,1172.3400000000001,3466.44,No,0
6158-DWPZT,Male,53,Yes,California,Avery,38.208336,-120.339938,9,Offer E,No,No,Yes,15,No,No,No,No,No,No,No,Yes,One Year,24.1,259.8,0.0,259.8,Yes,1
6158-HDPXZ,Male,31,No,California,San Diego,33.000269,-117.072093,1,None,No,No,Yes,13,No,No,No,No,No,No,No,Yes,Month-to-Month,25.35,25.35,0.0,25.35,No,0
6161-ERDGD,Male,57,Yes,California,Santa Maria,34.95934,-120.490081,71,Offer A,Yes,Yes,Yes,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,85.45,6300.85,1662.11,7962.96,No,0
6161-UUUTA,Male,77,No,California,Stockton,37.902422,-121.440029,3,None,Yes,No,Yes,3,No,No,No,No,Yes,No,No,Yes,Month-to-Month,79.9,260.9,8.94,269.84,Yes,1
6164-HAQTX,Male,46,No,California,Boonville,39.025867,-123.381544,71,None,No,No,Yes,20,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,53.95,3888.65,0.0,3888.65,No,0
6164-HXUGH,Female,40,Yes,California,Raymond,37.252057,-119.95783,6,Offer E,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,19.85,119.3,38.88,158.18,No,0
6166-ILMNY,Female,46,No,California,Tomales,38.240769,-122.901041,2,None,Yes,No,Yes,24,No,No,No,No,No,No,No,Yes,Month-to-Month,69.75,144.55,52.88,197.43,Yes,1
6166-YIPFO,Male,33,Yes,California,Douglas City,40.586588,-122.903677,72,Offer A,No,No,Yes,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,64.7,4746.05,0.0,4886.05,No,0
6168-WFVVF,Female,69,No,California,San Diego,32.886925,-117.152162,3,None,Yes,No,Yes,16,No,No,No,No,No,No,No,Yes,Month-to-Month,70.3,235.5,16.62,252.12,Yes,1
6168-YBYNP,Male,19,No,California,Newhall,34.370378,-118.504118,59,Offer B,Yes,Yes,Yes,51,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,111.35,6519.75,2839.08,9358.83,No,0
6169-PGNCD,Female,61,No,California,Westwood,40.271535,-121.018087,57,None,Yes,No,Yes,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,74.3,4166.35,367.65000000000003,4534.0,No,0
6169-PPETC,Male,42,Yes,California,Brentwood,37.908242,-121.682472,35,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,20.5,759.35,1656.55,2415.9,No,0
6171-ZTVYB,Male,42,Yes,California,San Diego,32.741499,-117.127409,43,None,Yes,Yes,Yes,17,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,66.25,2907.35,1122.3,4023.24,No,0
6172-FECYY,Male,55,Yes,California,Antioch,37.980057,-121.801599,49,Offer B,Yes,Yes,Yes,20,No,No,No,No,Yes,No,No,Yes,Month-to-Month,84.5,4254.85,1940.4,6195.25,Yes,1
6173-GOLSU,Male,79,Yes,California,Oak View,34.404544,-119.302118,67,Offer A,Yes,Yes,Yes,23,No,No,No,No,Yes,Yes,No,Yes,Two Year,94.65,6079.0,482.40000000000003,6561.4,No,0
6173-ITPWD,Male,26,Yes,California,Heber,32.730583,-115.501083,47,Offer B,Yes,Yes,Yes,59,No,Yes,Yes,No,No,No,Yes,No,Month-to-Month,83.35,4065.0,824.38,5029.38,Yes,1
6174-NRBTZ,Male,44,No,California,Murrieta,33.581045,-117.14719,46,None,No,No,Yes,19,Yes,No,No,No,No,No,No,Yes,One Year,30.75,1489.3,0.0,1489.3,No,0
6175-IRFIT,Male,32,No,California,Bangor,39.396585,-121.38029,5,None,Yes,No,Yes,24,No,No,No,No,No,Yes,Yes,No,Month-to-Month,78.75,426.35,164.54999999999998,600.9,No,0
6176-YJWAS,Male,43,Yes,California,Potter Valley,39.408634,-123.045516,72,Offer A,Yes,Yes,Yes,3,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,97.95,7114.25,2757.6,9871.85,No,0
6177-PEVRA,Female,58,No,California,Corcoran,36.04533,-119.532424,48,None,Yes,No,Yes,5,Yes,Yes,No,No,No,No,No,Yes,Two Year,55.5,2627.35,625.4399999999999,3252.79,No,0
6178-KFNHS,Female,34,No,California,Hughson,37.5923,-120.853288,12,Offer D,Yes,Yes,Yes,25,Yes,No,No,No,No,No,No,Yes,Month-to-Month,78.3,909.25,429.59999999999997,1338.85,Yes,1
6179-GJPSO,Female,67,No,California,Escondido,33.141265,-116.967221,43,None,Yes,No,Yes,10,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,108.15,4600.7,1368.6899999999998,5969.39,Yes,1
6180-YBIQI,Male,35,No,California,Santa Monica,34.026334,-118.474222,5,Offer E,No,No,Yes,21,No,No,No,No,No,No,No,Yes,Month-to-Month,24.3,100.2,0.0,100.2,No,0
6184-DYUOB,Female,28,Yes,California,Palermo,39.435756,-121.552071,3,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,19.6,55.25,125.69999999999999,180.95,No,0
6185-TASNN,Male,71,No,California,Chula Vista,32.64164,-116.985026,1,Offer E,Yes,No,Yes,21,No,No,No,No,No,No,No,Yes,Two Year,46.3,46.3,11.51,57.81,No,0
6188-UXBBR,Female,47,Yes,California,Fresno,36.878709,-119.7645,38,Offer C,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,20.25,814.75,400.52,1215.27,No,0
6194-HBGQN,Male,22,No,California,Taft,35.184837,-119.402525,51,None,Yes,Yes,Yes,59,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,81.15,4126.2,1772.25,5898.45,No,0
6195-MELTI,Male,57,No,California,Pleasant Hill,37.95338,-122.076886,57,None,Yes,No,Yes,20,No,Yes,No,Yes,No,No,No,Yes,One Year,54.65,3134.7,531.24,3665.94,No,0
6196-HBOBZ,Male,31,Yes,California,Winnetka,34.209532,-118.577563,65,None,Yes,Yes,Yes,20,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,99.35,6347.55,1978.6000000000001,8326.15,No,0
6198-PNNSZ,Female,54,Yes,California,Valley Springs,38.156971,-120.849231,56,Offer B,Yes,Yes,Yes,21,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,109.8,6109.65,2114.56,8224.21,No,0
6198-RTPMF,Female,46,Yes,California,Oregon House,39.342587,-121.249833,17,Offer D,Yes,Yes,Yes,13,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,92.6,1579.7,156.74,1736.44,No,0
6198-ZFIOJ,Female,50,No,California,Willits,39.492046,-123.375818,5,None,Yes,Yes,Yes,25,No,No,No,No,No,No,No,No,Month-to-Month,75.6,402.5,96.5,509.0,No,0
6199-IPCAO,Female,62,Yes,California,Tehachapi,35.073777,-118.652112,29,None,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Two Year,26.1,692.55,155.14999999999998,847.7,No,0
6199-IWKGC,Female,71,Yes,California,Benton,37.653947,-118.231443,46,None,Yes,Yes,Yes,15,No,No,No,Yes,Yes,Yes,No,Yes,One Year,100.25,4753.85,987.1600000000001,5741.01,No,0
6202-DYYFX,Female,64,No,California,West Covina,34.024405,-117.898722,22,Offer D,Yes,Yes,Yes,5,No,No,No,No,No,No,No,Yes,One Year,100.79,1783.6,433.84,2217.44,No,0
6202-JVYEU,Male,28,No,California,Chino,33.990646,-117.663025,9,None,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,19.9,164.6,36.17999999999999,200.78,No,0
6203-HBZPA,Male,57,No,California,Forestville,38.499302,-122.92444,52,None,No,No,Yes,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,63.9,3334.95,0.0,3334.95,No,0
6204-IEUXJ,Female,30,No,California,Yorba Linda,33.897253,-117.792202,3,Offer E,Yes,No,Yes,58,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,80.1,217.55,122.01,339.56,Yes,1
6207-WIOLX,Female,27,Yes,California,Avalon,33.391181,-118.421305,25,Offer C,No,No,Yes,48,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,58.6,1502.65,0.0,1498.17,Yes,1
6210-KBBPI,Male,67,No,California,West Covina,34.066964,-117.937007,9,None,Yes,Yes,Yes,15,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,99.45,919.4,95.94,1015.34,Yes,1
6211-WWLTF,Male,46,Yes,California,Oakhurst,37.648647,-119.231447,63,Offer B,Yes,No,Yes,6,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,99.7,6330.4,1689.03,8019.43,No,0
6212-ATMLK,Female,42,No,California,Rancho Cucamonga,34.132275,-117.611478,50,None,Yes,Yes,Yes,6,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,95.7,4729.75,2457.0,7326.75,No,0
6214-EDAKZ,Female,32,Yes,California,Elverta,38.734997,-121.463719,22,None,Yes,No,Yes,19,No,Yes,No,Yes,No,No,No,No,Month-to-Month,55.15,1206.05,115.72,1351.77,Yes,1
6215-NQCPY,Male,53,No,California,Yreka,41.764869,-122.671316,15,Offer D,Yes,Yes,Yes,15,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,99.7,1566.75,151.79999999999998,1718.55,No,0
6217-KDYWC,Male,58,No,California,Lomita,33.794209,-118.317354,57,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Two Year,19.6,1170.55,325.46999999999997,1496.02,No,0
6217-TOWGS,Female,29,Yes,California,San Jose,37.333851,-121.891147,17,Offer D,Yes,Yes,Yes,52,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,75.4,1322.55,129.2,1451.75,No,0
6218-KNUBD,Male,58,No,California,Lodi,38.128087,-121.4078,6,None,Yes,No,Yes,8,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,59.45,357.6,65.28,422.88,No,0
6221-AVQYL,Male,37,No,California,Glendale,34.153338,-118.262974,2,None,Yes,Yes,Yes,15,No,No,No,No,No,No,No,Yes,Month-to-Month,73.25,131.05,5.92,136.97,Yes,1
6223-DHJGV,Female,56,No,California,Los Angeles,33.987945,-118.370442,42,None,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,20.65,958.1,976.5,1934.6,No,0
6227-FBDXH,Male,50,Yes,California,Essex,34.9436,-115.287901,69,Offer A,Yes,Yes,Yes,4,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,99.5,6841.45,262.89,7104.34,No,0
6229-LSCKB,Male,69,No,California,Encino,34.152875,-118.486056,6,Offer E,Yes,No,Yes,11,No,No,No,No,Yes,No,No,Yes,Month-to-Month,79.7,497.6,289.92,787.52,No,0
6229-UOLQL,Male,24,Yes,California,White Water,33.972293,-116.654195,56,Offer B,No,No,Yes,41,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,52.0,2884.9,0.0,2884.9,No,0
6230-BSUXY,Female,71,No,California,Paramount,33.897122,-118.164432,1,None,Yes,No,Yes,8,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,85.0,85.0,42.5,127.5,Yes,1
6231-WFGFH,Male,39,Yes,California,Benicia,38.113533,-122.11926,4,None,Yes,No,No,0,No,No,No,No,No,No,No,No,Month-to-Month,20.5,77.6,14.52,92.12,No,0
6233-HXJMX,Female,42,No,California,Alpine,32.827184,-116.703729,45,Offer B,Yes,Yes,Yes,8,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,89.3,4192.15,621.9,4814.05,No,0
6234-PFPXL,Male,42,Yes,California,Sacramento,38.486502,-121.334051,22,None,Yes,Yes,Yes,29,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,95.9,2234.95,783.64,3018.59,No,0
6234-RAAPL,Female,60,Yes,California,Los Angeles,34.088017,-118.327168,72,None,Yes,Yes,Yes,26,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,99.9,7251.7,1703.52,8955.22,No,0
6235-VDHOM,Female,77,No,California,Riverside,34.004379,-117.447864,5,Offer E,No,No,Yes,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,28.45,131.05,0.0,131.05,Yes,1
6240-EURKS,Female,27,No,California,Plymouth,38.489273,-120.891614,18,None,No,No,Yes,85,No,No,No,No,No,Yes,Yes,No,Month-to-Month,35.0,553.0,0.0,623.0,Yes,1
6242-FEGFD,Male,43,Yes,California,Stratford,36.175255,-119.813805,66,None,Yes,Yes,Yes,20,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,96.6,6424.25,2412.2999999999997,8836.55,No,0
6242-MBHPK,Female,67,Yes,California,Hathaway Pines,38.184914,-120.364085,23,None,Yes,No,Yes,12,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,95.1,2326.05,963.24,3289.29,No,0
6242-SGYTS,Male,19,Yes,California,Oakland,37.739113,-122.175602,62,Offer B,Yes,Yes,Yes,59,Yes,Yes,No,No,Yes,No,Yes,Yes,One Year,94.95,5791.85,977.12,6768.97,No,0
6243-OZGFH,Female,47,No,California,Vista,33.22784,-117.200024,23,None,No,No,Yes,14,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,44.95,996.85,0.0,1011.01,No,0
6244-BESBM,Male,61,Yes,California,Geyserville,38.731771,-123.064272,69,None,Yes,No,Yes,30,No,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,95.2,6671.7,829.38,7501.08,No,0
6248-BSHKG,Male,42,Yes,California,Soledad,36.414216,-121.360597,61,Offer B,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,20.4,1226.45,1920.8899999999999,3147.34,No,0
6248-TKCQV,Female,37,Yes,California,Upper Lake,39.220368,-122.907693,70,None,Yes,Yes,Yes,17,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,80.6,5460.2,3066.7000000000003,8526.9,No,0
6250-CGGUN,Male,41,No,California,Esparto,38.834469,-122.127193,54,Offer B,Yes,No,Yes,18,Yes,No,Yes,Yes,No,No,No,Yes,One Year,84.4,4484.05,1655.64,6139.69,No,0
6252-DFGTK,Female,64,Yes,California,O Neals,37.140104,-119.657092,37,None,Yes,Yes,Yes,11,Yes,No,Yes,Yes,No,No,No,Yes,One Year,68.1,2479.25,1123.32,3602.57,No,0
6253-GNHWH,Female,63,Yes,California,Pacific Palisades,34.079449,-118.548306,71,None,Yes,Yes,Yes,52,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,71.1,5224.95,3252.51,8477.46,No,0
6253-WRFHY,Male,59,Yes,California,Marshall,38.129308,-122.834815,13,None,Yes,No,Yes,21,No,No,No,No,Yes,Yes,Yes,Yes,One Year,64.75,877.35,173.16,1050.51,No,0
6257-DTAYD,Male,27,Yes,California,Fallbrook,33.362575,-117.299644,71,Offer A,Yes,Yes,Yes,85,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,104.15,7365.3,274.06,7639.36,No,0
6257-RJOHI,Male,58,No,California,San Diego,32.76501,-117.19938,4,Offer E,Yes,No,Yes,21,No,No,No,Yes,No,No,No,Yes,Month-to-Month,50.8,202.3,7.52,209.82,No,0
6258-NGCNG,Male,54,No,California,Compton,33.88151,-118.234451,7,Offer E,Yes,Yes,No,0,No,No,No,No,No,No,No,No,Month-to-Month,23.5,173.0,9.87,182.87,No,0
6258-PVZWJ,Male,38,Yes,California,Clio,39.745805,-120.580882,68,Offer A,Yes,Yes,Yes,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,90.8,6302.85,804.44,7107.29,No,0
6259-WJQLC,Male,77,No,California,Pacifica,37.573633,-122.455167,32,Offer C,Yes,Yes,Yes,5,No,No,Yes,No,No,No,No,Yes,One Year,81.1,2619.25,35.84,2635.84,No,0
6260-ONULR,Male,55,No,California,Middletown,38.787446,-122.58675,1,None,Yes,No,Yes,29,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,62.8,62.8,42.19,104.99,No,0
6260-XLACS,Male,49,No,California,Casmalia,34.866032,-120.536546,4,None,Yes,No,No,0,No,No,No,No,No,No,No,No,One Year,19.7,117.8,92.16,209.96,No,0
6261-LHRTG,Female,27,No,California,Upland,34.105493,-117.660934,26,None,Yes,No,Yes,42,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,54.75,1406.9,1035.8400000000001,2442.74,No,0
